loan_amount,term_months,interest_rate,installment,annual_income,dti_ratio,fico_score,employment_length,open_credit_lines,revol_util,credit_history_years,num_delinquencies,home_ownership_encoded,loan_purpose_encoded,state_encoded,default
32400.0,36,20.28,580.24,43000.0,22.42,626,1,9,35.5,6,2,0,7,23,0
60000.0,60,10.95,421.16,5000.0,41.65,624,1,8,50.75,7,1,0,1,38,0
30100.0,60,12.5,910.09,17000.0,31.79,615,4,14,26.44,28,1,2,3,1,0
28200.0,60,13.99,979.54,28000.0,39.71,570,8,10,31.48,2,0,1,7,43,0
39100.0,60,0.84,786.21,57000.0,37.62,752,2,12,40.87,9,1,1,4,39,0
4800.0,36,5.1,310.07,70000.0,8.04,726,5,9,70.1,22,0,1,5,25,0
19000.0,60,9.38,114.51,64000.0,17.2,701,1,3,48.51,19,1,2,5,2,1
18400.0,60,5.46,558.76,52000.0,31.41,746,0,2,21.64,20,0,2,3,37,0
34200.0,60,7.59,374.96,71000.0,20.52,714,3,2,63.6,8,0,1,0,23,1
76900.0,36,18.75,789.85,71000.0,10.24,691,10,9,40.63,13,2,1,5,43,1
31700.0,60,11.55,482.24,49000.0,9.96,644,6,13,21.9,29,0,2,1,28,0
36600.0,36,3.75,139.99,54000.0,34.21,719,9,11,23.05,29,0,0,7,27,1
39000.0,36,16.57,721.89,80000.0,22.7,521,1,13,37.13,21,1,0,4,45,0
15300.0,36,6.54,52.0,41000.0,36.28,733,2,8,35.89,14,2,0,7,28,1
15900.0,36,13.07,1025.84,56000.0,10.83,570,2,2,45.37,24,0,1,6,25,0
19900.0,36,5.01,102.85,55000.0,10.29,691,0,13,0.0,15,0,2,7,28,1
2400.0,60,3.65,641.45,48000.0,25.12,703,6,8,44.44,16,0,0,1,3,0
60300.0,60,13.45,469.78,44000.0,21.15,671,5,10,18.15,8,0,0,6,46,0
16400.0,36,8.33,632.83,34000.0,38.19,692,3,12,66.65,10,0,1,5,23,0
29400.0,36,10.75,287.15,79000.0,14.84,643,8,9,62.34,16,2,1,9,26,1
31900.0,36,6.02,76.03,23000.0,50.94,759,2,14,16.47,20,0,1,5,43,1
32000.0,36,9.89,128.21,21000.0,36.0,667,6,3,59.98,16,1,2,1,14,1
25300.0,60,0.16,1137.7,77000.0,51.51,786,5,9,45.98,16,1,2,3,24,0
34600.0,36,9.09,585.69,86000.0,20.14,618,9,12,59.07,18,0,0,7,10,1
8800.0,60,12.15,673.68,16000.0,39.98,711,3,14,30.98,9,0,0,8,48,0
3000.0,60,13.38,484.16,74000.0,15.62,715,5,2,57.04,8,2,2,5,29,0
20900.0,60,18.97,909.95,53000.0,10.09,784,8,5,57.54,1,1,1,7,30,0
24700.0,60,12.16,571.84,24000.0,26.81,654,3,6,35.6,22,3,0,5,15,0
91800.0,60,20.09,464.46,98000.0,26.08,658,9,9,35.22,19,0,0,8,33,1
22200.0,36,8.13,672.04,5000.0,40.71,611,4,10,24.41,14,0,0,8,46,0
4000.0,60,11.49,243.01,37000.0,13.83,687,9,3,26.79,10,3,1,7,1,0
27900.0,36,10.58,446.19,59000.0,0.54,564,1,7,56.43,2,1,0,8,9,0
24700.0,36,7.64,321.77,79000.0,27.02,590,2,6,60.41,26,0,0,3,25,0
23700.0,36,13.93,492.18,19000.0,56.19,804,7,10,3.59,23,1,0,4,35,0
40100.0,36,10.06,589.66,59000.0,16.79,703,3,12,34.65,4,0,2,6,47,1
1400.0,60,10.1,1167.33,10000.0,41.98,571,8,13,27.68,6,0,1,9,27,0
7200.0,36,0.0,999.22,44000.0,46.68,619,6,1,32.55,21,0,2,7,2,0
21700.0,60,12.64,912.84,44000.0,20.27,685,8,11,52.35,18,1,1,2,8,0
20700.0,60,23.19,593.81,51000.0,2.62,652,5,3,65.43,15,0,1,4,1,0
15300.0,60,6.32,747.98,52000.0,17.65,701,5,12,41.45,17,3,2,2,42,0
49100.0,36,16.59,1148.17,24000.0,33.81,637,7,5,52.96,20,1,2,5,43,0
39000.0,36,1.57,1089.62,57000.0,30.91,758,6,8,55.36,10,1,2,4,27,0
11800.0,60,3.55,240.4,33000.0,12.29,639,8,8,11.24,3,1,2,4,29,1
7500.0,60,7.38,882.91,46000.0,34.17,768,5,7,35.38,5,0,1,3,29,0
5200.0,36,10.25,464.07,37000.0,46.55,817,0,5,61.21,29,0,1,0,0,0
17600.0,60,13.73,85.92,60000.0,12.43,649,4,11,40.96,8,1,0,6,27,1
1000.0,60,11.14,435.76,52000.0,0.1,643,5,13,64.97,10,1,0,6,5,0
38100.0,60,13.79,482.59,84000.0,9.06,671,4,4,0.73,16,0,0,3,39,1
200.0,36,7.83,336.9,32000.0,26.18,768,5,12,43.96,28,2,0,7,35,1
43100.0,36,14.67,1061.1,46000.0,23.19,739,5,8,26.22,1,0,2,9,10,0
42800.0,36,5.33,193.13,55000.0,24.41,714,3,1,41.28,26,1,0,4,8,1
35800.0,36,11.13,323.92,53000.0,4.14,618,10,3,45.76,28,0,1,0,16,0
15200.0,60,20.53,695.63,26000.0,3.23,709,8,9,3.24,17,0,1,2,11,0
2500.0,60,5.71,254.55,56000.0,8.69,634,6,7,41.52,8,1,1,9,7,1
34200.0,36,11.57,313.08,44000.0,19.88,721,3,12,35.77,22,0,1,3,45,0
6000.0,60,20.54,1042.0,48000.0,7.25,648,0,4,19.28,9,1,2,3,29,0
37100.0,60,12.69,634.8,44000.0,11.66,609,0,14,22.6,3,2,2,7,30,0
47300.0,60,17.74,1122.96,39000.0,32.53,767,10,2,27.74,7,1,2,3,14,0
30700.0,60,12.24,861.6,17000.0,59.42,691,1,1,20.97,21,2,2,2,7,0
41800.0,36,12.26,189.3,68000.0,1.93,594,3,4,37.84,9,0,0,6,36,0
3000.0,60,2.43,1083.34,60000.0,41.79,825,4,11,52.28,4,0,0,4,48,0
3400.0,60,4.3,950.37,56000.0,28.27,686,9,6,31.69,23,1,1,8,36,0
36400.0,36,5.43,23.8,62000.0,13.7,642,2,1,4.26,13,1,0,3,45,1
24700.0,36,1.88,960.16,58000.0,38.7,776,7,8,57.89,28,3,2,5,26,0
11000.0,36,8.64,191.75,76000.0,7.34,657,6,2,95.33,28,3,1,5,46,1
36900.0,36,10.06,700.16,26000.0,46.44,722,9,2,50.32,3,0,0,0,34,0
32800.0,36,8.61,3.01,23000.0,39.99,759,9,4,53.84,8,1,1,8,6,0
30200.0,36,15.33,634.81,72000.0,7.05,643,5,8,57.57,2,1,2,7,27,0
43900.0,36,5.73,1048.34,49000.0,44.29,831,0,3,25.52,19,1,2,5,27,0
29600.0,36,7.8,140.79,36000.0,34.05,640,5,3,59.39,20,2,2,7,13,1
10500.0,36,14.31,815.9,53000.0,13.67,708,3,13,33.62,2,0,2,9,1,0
11500.0,60,4.85,668.68,57000.0,31.67,713,4,13,0.0,9,5,0,1,42,0
20800.0,36,6.0,814.76,58000.0,19.56,715,9,14,46.09,28,0,0,3,28,0
45900.0,60,9.25,770.23,61000.0,1.33,587,6,10,30.57,24,2,2,3,44,0
26900.0,60,1.77,608.28,33000.0,41.89,749,8,14,14.33,20,0,2,5,0,0
32600.0,36,12.81,935.11,80000.0,9.69,602,5,13,3.47,28,0,0,3,48,0
18900.0,60,3.7,873.31,56000.0,47.36,823,4,14,32.78,17,2,2,5,24,0
17700.0,60,6.91,425.08,67000.0,17.92,660,0,6,46.06,15,1,1,2,26,1
28800.0,60,18.1,803.12,28000.0,15.9,659,6,2,63.46,9,1,0,2,1,0
48500.0,36,19.02,1349.16,38000.0,27.33,611,6,7,33.48,20,1,1,2,21,0
41200.0,36,9.87,675.88,31000.0,22.62,686,8,1,35.48,20,3,0,4,9,0
33400.0,36,11.47,624.14,22000.0,23.25,675,5,9,38.03,1,0,1,4,35,0
32400.0,36,6.89,742.8,48000.0,45.75,730,1,5,33.32,2,2,0,8,11,0
42400.0,60,12.27,572.84,73000.0,10.45,640,2,8,3.63,1,0,2,6,31,0
56800.0,60,7.2,428.68,58000.0,10.05,679,4,10,42.12,11,0,2,4,22,1
5600.0,36,15.65,716.0,24000.0,11.0,600,3,9,22.58,7,0,1,6,32,0
21200.0,36,3.25,975.37,48000.0,24.86,712,7,10,22.83,17,3,1,5,35,0
6500.0,60,5.94,886.07,35000.0,43.19,704,4,1,15.38,11,1,0,8,38,0
50500.0,36,13.39,811.1,86000.0,4.53,662,7,11,43.66,24,2,2,3,17,0
23700.0,36,6.64,632.1,13000.0,28.12,575,9,7,39.65,22,1,2,8,23,0
6400.0,36,0.88,270.96,30000.0,48.54,805,0,3,36.39,16,0,0,7,41,0
53900.0,60,12.09,953.6,56000.0,0.73,660,3,12,35.24,3,1,0,1,11,0
43600.0,60,19.24,107.58,84000.0,10.36,632,9,8,9.32,8,1,1,2,44,1
19100.0,36,11.41,681.89,34000.0,29.78,697,7,4,63.51,14,3,0,8,10,0
5900.0,36,14.96,1522.22,30000.0,38.98,588,1,5,37.59,6,3,0,4,26,0
36500.0,36,11.49,923.88,15000.0,39.16,582,3,10,61.71,28,2,2,6,29,0
23700.0,60,4.07,607.82,42000.0,27.37,625,4,9,43.55,14,2,1,5,37,0
23500.0,36,15.41,455.92,39000.0,11.75,658,6,2,51.03,24,0,1,2,24,0
76500.0,60,14.28,673.7,124000.0,41.86,559,5,6,19.67,16,1,0,3,28,1
21700.0,36,16.03,586.27,86000.0,27.88,523,0,13,32.63,2,0,0,4,49,1
3400.0,60,3.04,628.53,68000.0,31.49,776,9,4,16.24,22,0,2,8,34,0
1600.0,60,5.81,768.85,30000.0,47.8,730,9,5,18.63,14,2,1,2,18,0
32400.0,36,3.15,261.58,41000.0,22.41,658,8,13,39.87,7,0,1,6,33,0
10200.0,36,2.29,530.29,64000.0,33.39,791,10,14,50.84,18,0,0,2,39,0
48800.0,60,12.7,613.75,35000.0,34.39,580,5,2,40.37,7,1,1,8,29,0
58700.0,36,7.1,286.43,26000.0,21.63,435,9,11,90.04,13,0,2,5,5,0
31200.0,36,18.44,1281.84,14000.0,53.61,652,1,12,26.14,25,3,1,1,25,0
60900.0,60,5.55,812.88,66000.0,35.45,693,3,2,65.86,10,1,0,6,8,1
50400.0,36,1.93,24.48,42000.0,20.34,788,9,2,27.83,7,0,1,3,22,1
10800.0,36,8.84,1019.17,59000.0,8.67,648,7,1,71.51,6,2,1,2,4,0
42800.0,36,12.85,29.68,43000.0,32.16,718,5,13,19.7,16,1,0,4,35,1
10000.0,36,13.55,387.97,48000.0,17.59,739,9,10,34.7,29,1,0,3,12,1
7900.0,60,3.07,525.3,65000.0,20.16,746,5,5,48.87,20,4,1,8,6,0
38500.0,36,10.5,729.89,47000.0,21.63,627,8,6,76.48,11,0,2,4,28,0
37300.0,60,6.96,1182.8,71000.0,38.59,692,6,4,44.01,17,3,0,8,49,0
20000.0,36,6.76,504.89,38000.0,33.36,684,8,14,41.88,18,0,0,9,25,0
27600.0,36,12.81,802.22,27000.0,25.42,606,0,1,65.98,24,0,0,8,17,0
500.0,36,9.79,1091.3,60000.0,14.65,699,1,9,45.37,24,0,0,1,2,0
21800.0,60,1.59,649.61,58000.0,26.36,721,7,6,23.43,11,5,1,6,3,0
37300.0,60,4.76,0.84,41000.0,33.59,739,0,5,39.54,28,0,1,4,20,1
49000.0,60,5.38,410.68,55000.0,3.45,530,2,3,9.46,25,1,0,9,22,0
42700.0,36,10.8,123.02,26000.0,20.87,633,6,3,35.1,23,1,2,4,34,1
33400.0,36,13.47,108.18,101000.0,13.24,655,4,12,42.95,17,0,1,7,24,1
7100.0,36,6.67,1082.71,36000.0,34.82,711,10,4,32.64,7,0,2,8,30,0
2300.0,36,13.25,1076.58,38000.0,24.06,676,6,9,47.27,20,0,1,5,12,0
17900.0,36,10.57,292.93,39000.0,9.39,624,4,7,43.28,21,0,2,1,17,0
28700.0,36,19.79,1043.53,16000.0,27.78,708,9,1,64.67,25,3,1,0,39,0
8000.0,60,7.43,972.22,40000.0,29.23,655,8,12,56.66,20,1,2,6,27,0
6800.0,60,8.67,537.55,76000.0,1.82,617,3,8,14.04,2,1,2,9,9,1
37200.0,60,11.1,439.31,36000.0,8.19,714,0,12,37.14,25,1,0,1,47,0
30500.0,60,18.43,843.35,62000.0,7.62,600,3,6,7.42,18,1,1,4,29,1
19600.0,60,11.12,1080.22,50000.0,28.7,742,0,8,80.39,10,2,2,7,8,0
50100.0,60,24.07,276.89,74000.0,1.42,657,0,11,45.59,9,1,1,1,25,1
27300.0,36,13.24,723.54,37000.0,8.28,623,6,13,5.19,19,0,1,5,18,0
34900.0,60,5.49,260.45,42000.0,46.54,834,7,6,66.81,5,0,2,3,10,0
10300.0,36,9.18,875.32,63000.0,23.14,742,3,8,64.86,23,1,2,5,42,0
9400.0,60,6.71,658.01,43000.0,55.71,604,5,14,55.32,17,0,0,3,10,0
22700.0,60,0.34,269.11,89000.0,27.96,651,3,2,36.67,29,1,2,3,48,1
29000.0,36,12.15,17.49,28000.0,7.42,729,1,9,46.39,13,1,1,1,7,1
26500.0,60,8.3,414.42,54000.0,7.15,570,4,2,63.17,18,0,2,0,15,0
33600.0,36,9.78,628.18,38000.0,47.95,713,1,2,39.21,13,1,0,3,13,0
49200.0,36,12.78,656.75,53000.0,15.07,564,2,11,3.85,27,1,2,3,7,0
32500.0,36,4.59,1063.14,54000.0,46.31,843,4,4,69.06,28,0,2,5,45,0
26000.0,36,12.03,336.42,64000.0,7.07,658,0,7,60.74,24,0,0,5,37,0
28200.0,36,10.43,888.05,41000.0,18.67,576,5,4,72.76,17,1,0,1,20,0
10200.0,60,6.31,242.77,49000.0,20.16,707,7,7,70.2,2,2,2,0,37,1
19600.0,36,4.98,506.27,48000.0,19.81,698,6,13,50.71,1,2,2,9,16,1
22400.0,60,16.3,629.07,58000.0,5.96,610,0,14,0.0,4,0,0,2,10,0
49800.0,36,19.12,466.74,61000.0,6.61,609,1,7,20.86,17,1,0,0,1,1
2000.0,60,2.21,324.06,95000.0,7.13,639,9,6,51.86,22,0,0,4,16,1
58000.0,60,15.6,56.9,94000.0,17.11,652,4,11,50.06,24,1,0,9,23,1
22100.0,60,18.94,623.73,61000.0,3.71,689,9,6,62.15,17,1,2,9,1,0
19800.0,60,12.55,393.79,62000.0,2.32,753,5,3,41.86,2,3,2,6,8,0
47700.0,60,10.56,1015.75,27000.0,58.86,784,4,11,50.94,18,1,2,8,11,0
8800.0,36,8.48,965.04,24000.0,28.62,610,10,8,69.18,26,0,0,1,27,0
3800.0,36,6.53,27.5,18000.0,44.16,789,0,6,37.59,2,2,1,0,20,1
55600.0,60,10.55,306.95,64000.0,0.51,586,5,9,50.03,6,0,2,4,24,1
19800.0,36,8.22,117.96,53000.0,0.17,759,2,6,26.15,18,0,0,1,13,0
40400.0,36,6.6,1259.04,31000.0,83.57,770,0,6,11.34,7,0,2,1,31,0
49900.0,36,13.89,184.51,89000.0,4.59,698,7,7,33.82,25,2,2,6,32,1
3700.0,60,4.98,584.72,66000.0,24.5,752,4,3,15.71,2,0,2,0,0,0
27800.0,60,7.16,409.46,58000.0,16.22,768,3,1,23.92,28,2,0,9,27,0
13700.0,36,10.03,437.66,31000.0,24.21,659,4,13,33.72,4,0,2,6,25,0
7900.0,36,7.45,283.37,83000.0,3.85,692,7,10,36.72,8,1,1,0,38,1
70400.0,60,19.34,539.53,69000.0,1.57,589,1,1,38.11,23,2,2,8,7,0
18200.0,36,5.73,444.21,21000.0,29.87,732,8,3,31.66,15,0,0,5,13,1
39200.0,36,8.07,313.97,59000.0,5.83,705,8,10,22.09,25,0,0,3,2,1
18000.0,60,13.09,450.02,60000.0,7.88,541,6,2,87.77,28,1,2,2,38,0
36200.0,36,9.38,499.97,33000.0,26.69,730,10,12,19.6,28,1,1,7,34,0
10900.0,60,9.49,469.77,39000.0,36.02,793,3,12,48.96,2,1,2,8,46,0
58300.0,36,7.28,119.53,83000.0,1.11,618,0,7,63.65,15,1,0,7,33,0
33000.0,60,15.01,989.47,6000.0,49.21,634,7,6,64.21,28,1,0,2,12,0
20700.0,36,10.31,731.97,45000.0,26.38,818,2,3,53.45,7,2,1,5,12,1
18100.0,36,9.5,609.66,30000.0,20.53,759,2,5,24.99,20,2,2,9,39,1
16300.0,36,3.05,657.92,58000.0,26.52,757,4,6,80.5,5,1,0,0,40,0
28100.0,36,6.53,95.09,65000.0,22.87,716,8,1,39.41,10,1,1,0,16,1
25700.0,36,12.07,185.59,75000.0,2.87,612,4,10,54.97,11,0,1,6,37,1
49200.0,60,0.33,868.04,46000.0,67.93,799,2,2,40.62,8,2,2,6,29,0
60100.0,36,11.48,950.38,37000.0,29.96,517,1,5,34.09,9,1,2,2,5,0
36100.0,60,15.38,797.34,49000.0,16.51,680,0,7,34.62,1,0,0,1,35,0
14800.0,60,2.06,1392.33,62000.0,48.75,774,0,9,30.64,6,0,0,8,16,0
7700.0,36,6.21,575.27,36000.0,34.55,762,10,6,35.17,7,1,2,4,19,0
28900.0,36,11.17,349.64,22000.0,24.1,762,10,10,10.82,15,2,2,3,3,1
37400.0,60,4.57,661.41,45000.0,53.49,843,7,14,62.93,27,1,0,3,3,0
500.0,36,3.1,1128.61,21000.0,57.3,697,4,9,26.06,18,1,0,4,44,0
18200.0,36,4.3,771.31,50000.0,46.56,711,5,2,40.87,29,1,1,5,5,0
25800.0,36,9.59,238.47,19000.0,32.49,522,3,6,16.68,16,2,0,6,29,0
35900.0,36,14.15,310.89,87000.0,3.21,664,1,2,25.74,10,0,2,1,23,1
43400.0,36,9.53,898.93,9000.0,61.51,556,1,13,58.63,3,0,0,1,20,0
14300.0,60,6.53,161.0,59000.0,6.78,724,9,5,60.01,27,0,1,3,15,0
24300.0,60,13.61,823.29,59000.0,15.19,668,8,7,15.11,19,0,0,4,46,0
30000.0,36,17.46,952.34,49000.0,3.82,665,6,2,46.36,7,3,1,7,40,0
9400.0,60,11.46,494.88,31000.0,5.49,742,3,4,43.0,4,0,0,0,32,1
24200.0,36,3.74,1013.68,44000.0,39.9,692,1,11,3.71,3,2,0,4,16,0
13600.0,36,10.87,745.47,48000.0,26.77,671,5,13,54.94,13,0,2,8,41,0
12500.0,36,17.46,1055.99,35000.0,3.35,610,1,10,20.25,19,0,1,3,16,0
10500.0,36,10.98,780.71,42000.0,13.15,634,1,2,10.77,21,2,0,1,42,0
42300.0,60,17.38,635.4,108000.0,8.4,672,6,5,28.33,19,2,2,8,41,1
20900.0,60,21.61,1102.13,101000.0,36.89,573,8,14,22.94,21,2,2,8,42,0
22000.0,60,11.07,824.91,24000.0,13.38,629,1,8,55.67,18,0,2,0,8,0
14600.0,60,10.06,298.3,48000.0,16.2,698,4,3,51.89,11,0,0,6,1,0
28300.0,60,19.57,799.35,18000.0,24.73,739,5,6,56.73,8,0,2,8,7,0
28600.0,36,16.62,325.21,53000.0,10.75,626,5,2,28.55,22,2,2,2,19,1
6200.0,60,13.89,939.31,40000.0,24.26,675,5,9,26.44,26,1,0,6,32,0
43000.0,36,7.02,1113.8,55000.0,27.44,675,0,14,3.4,2,1,2,2,41,1
24500.0,60,8.82,399.63,20000.0,33.89,799,4,2,85.87,3,2,0,6,3,0
17700.0,36,4.53,101.61,55000.0,23.66,720,0,2,51.87,10,1,2,7,38,1
5800.0,36,9.75,220.55,37000.0,45.84,830,9,1,42.33,14,2,2,3,32,1
7200.0,60,2.22,111.48,42000.0,24.03,695,1,4,65.12,18,1,1,7,6,1
18500.0,36,9.2,816.08,34000.0,37.53,745,3,2,51.31,26,1,0,1,0,0
23500.0,60,6.34,541.47,51000.0,14.86,542,1,5,11.29,6,1,1,5,24,0
34500.0,60,10.11,293.4,58000.0,3.16,684,3,6,59.3,21,1,2,1,9,0
20800.0,60,1.82,900.77,65000.0,28.65,750,7,13,36.97,29,1,1,3,44,0
19000.0,60,3.27,929.47,33000.0,47.56,759,6,8,30.79,6,0,2,7,47,0
52900.0,60,18.18,1009.09,57000.0,16.16,649,2,3,28.69,13,6,1,1,46,0
32000.0,36,16.75,929.76,50000.0,0.83,689,6,8,13.45,7,1,1,2,18,0
37100.0,36,8.04,149.61,72000.0,17.31,653,1,11,48.7,14,1,0,6,11,1
13500.0,36,10.1,904.74,62000.0,30.15,789,4,9,64.03,28,0,1,7,35,0
6100.0,36,11.36,183.32,21000.0,23.09,719,5,10,17.65,21,1,1,0,11,0
10600.0,60,13.9,476.33,61000.0,25.04,605,10,10,73.64,4,1,1,6,31,1
45300.0,60,15.96,673.21,62000.0,9.89,626,5,8,46.86,22,1,0,1,8,0
40900.0,36,8.54,518.9,35000.0,11.32,564,6,1,47.82,25,1,1,7,19,0
1900.0,60,9.23,632.06,34000.0,24.66,621,0,7,9.91,15,0,0,3,26,0
22200.0,60,7.12,1061.62,32000.0,46.74,714,1,14,31.85,17,2,2,1,26,0
38200.0,36,13.03,61.18,50000.0,6.98,653,8,9,15.08,18,1,2,2,24,0
25700.0,36,9.7,713.11,27000.0,23.39,696,10,11,46.04,23,1,1,4,5,0
35800.0,60,6.97,829.92,0.0,63.07,769,8,6,55.14,18,0,0,4,13,0
2900.0,36,21.07,835.37,39000.0,13.54,761,8,8,38.2,21,3,0,3,22,0
1100.0,36,5.84,407.63,48000.0,14.38,764,7,9,33.01,6,2,0,2,23,0
16200.0,60,11.26,425.82,7000.0,13.12,738,3,3,29.74,16,0,1,9,46,1
71000.0,36,17.66,635.28,78000.0,1.94,662,8,2,23.94,3,0,2,0,41,1
27700.0,36,6.57,342.04,53000.0,25.33,679,7,2,45.02,15,1,1,7,40,1
31300.0,36,8.79,871.58,22000.0,57.37,710,10,4,27.47,12,1,0,2,32,0
45000.0,36,7.87,1024.06,34000.0,32.5,581,1,2,28.61,26,2,1,3,19,0
38100.0,36,2.16,413.38,61000.0,13.55,690,3,2,0.0,8,2,1,3,15,1
13400.0,36,10.4,338.98,40000.0,18.63,698,7,13,45.66,5,1,2,5,18,0
70800.0,36,5.76,151.6,77000.0,11.08,514,4,5,60.13,18,1,0,5,32,0
31500.0,36,10.65,405.91,75000.0,3.38,543,9,10,53.91,18,0,2,0,7,1
13000.0,36,2.0,447.96,57000.0,37.72,790,4,7,54.28,11,1,0,1,20,0
11100.0,36,7.58,794.96,55000.0,15.91,699,3,8,46.55,14,1,0,9,26,0
60700.0,36,10.02,1049.32,48000.0,32.47,589,0,11,49.56,14,2,0,8,27,0
5600.0,60,7.78,542.55,61000.0,2.53,553,1,10,44.48,21,1,0,5,4,0
12600.0,36,6.6,676.99,62000.0,4.29,594,0,4,31.85,27,0,1,6,30,0
38900.0,60,4.85,478.67,70000.0,3.64,672,9,9,73.47,17,0,1,5,2,0
7500.0,60,5.67,114.01,60000.0,8.87,725,6,7,30.2,17,3,2,7,28,0
37200.0,36,2.9,171.49,52000.0,15.33,656,9,13,46.49,8,0,2,5,48,1
37500.0,36,0.57,1068.63,53000.0,55.4,814,4,2,20.31,19,1,2,7,11,0
13600.0,60,4.23,325.65,46000.0,24.16,743,7,1,54.5,19,2,1,8,25,1
26200.0,60,10.27,518.44,45000.0,3.74,568,3,9,16.93,5,0,1,1,46,0
60400.0,60,11.22,340.26,44000.0,21.11,525,0,4,46.14,29,0,2,5,11,0
34400.0,36,12.98,256.05,70000.0,9.87,710,1,13,61.22,6,2,1,9,40,1
42400.0,60,12.51,543.02,0.0,54.42,655,2,3,6.25,1,1,2,6,16,0
4900.0,36,0.81,1011.05,63000.0,24.21,713,7,6,77.66,1,0,1,3,30,0
22600.0,36,8.96,1356.08,28000.0,54.58,704,7,10,52.01,27,1,2,0,19,0
62500.0,36,21.42,554.7,100000.0,24.65,634,7,14,43.97,24,0,1,1,37,1
41300.0,60,19.26,466.06,33000.0,13.8,701,10,10,65.55,21,2,1,1,42,0
16700.0,60,7.6,931.65,57000.0,30.92,688,1,4,52.48,17,1,2,1,21,0
21500.0,36,4.72,833.92,45000.0,37.66,659,3,9,46.66,20,0,1,1,8,0
21500.0,60,5.51,131.84,41000.0,15.72,748,2,8,48.95,12,1,1,7,5,1
19400.0,36,0.5,429.03,77000.0,16.94,749,3,3,46.32,16,1,2,6,26,1
500.0,60,3.1,830.25,56000.0,28.4,667,7,13,74.55,14,0,2,0,17,0
14100.0,60,12.55,1069.35,46000.0,21.27,658,10,11,50.36,15,2,1,4,3,0
19400.0,60,7.19,327.53,74000.0,12.9,794,7,14,44.29,8,0,1,9,26,0
20500.0,60,6.39,845.99,50000.0,30.74,717,4,5,52.36,13,1,0,4,12,0
33800.0,60,5.99,257.67,20000.0,31.01,666,1,5,14.57,9,0,0,9,13,1
45700.0,36,10.7,53.95,59000.0,10.8,652,3,14,59.83,17,1,2,2,28,0
22900.0,36,10.11,146.22,24000.0,22.4,729,3,3,59.05,20,0,1,4,23,1
39900.0,36,14.94,564.98,42000.0,19.34,718,4,2,0.0,15,0,0,5,9,0
54800.0,60,13.36,233.48,68000.0,13.66,606,2,14,56.31,28,0,0,1,28,1
30500.0,36,1.0,39.02,18000.0,34.89,752,5,14,50.16,14,2,0,9,35,1
41500.0,60,5.76,412.4,27000.0,47.71,768,7,7,53.74,9,1,0,2,30,0
44500.0,36,7.93,351.35,70000.0,1.11,638,8,4,40.07,16,0,0,7,49,0
28900.0,36,16.81,894.0,54000.0,16.53,608,6,10,23.43,12,0,0,1,45,0
30100.0,60,12.73,42.51,55000.0,12.97,603,3,9,53.9,7,2,2,9,21,1
23200.0,36,15.68,912.74,39000.0,18.01,709,10,12,52.51,17,0,1,8,4,0
26200.0,36,11.49,890.43,24000.0,42.45,650,4,2,53.52,17,0,1,5,2,0
22400.0,36,9.54,745.45,78000.0,11.05,544,5,8,62.86,17,1,0,8,2,0
33700.0,60,15.53,851.62,40000.0,16.76,679,10,8,19.14,24,2,0,8,7,0
31400.0,60,6.58,541.22,45000.0,21.01,550,1,1,16.97,8,0,1,5,26,0
59000.0,60,7.3,342.6,70000.0,9.84,563,1,11,41.98,25,1,1,4,39,0
5100.0,60,8.54,52.64,81000.0,5.19,698,10,6,75.43,4,0,2,0,1,1
40600.0,60,4.35,958.27,54000.0,25.37,681,6,3,2.0,13,0,0,2,47,0
28300.0,36,8.63,324.89,22000.0,33.21,793,0,5,43.71,13,0,1,2,0,1
45700.0,60,9.45,141.16,104000.0,10.89,586,9,12,6.36,19,2,2,8,12,1
17100.0,60,14.28,469.74,80000.0,4.42,668,8,14,76.12,23,0,0,3,37,1
6300.0,60,9.78,601.87,5000.0,42.03,758,3,1,58.34,26,3,2,2,41,0
11300.0,36,3.89,119.08,40000.0,28.16,762,10,1,18.18,12,0,2,2,12,0
12500.0,36,14.82,904.64,22000.0,38.43,734,0,2,39.98,11,0,0,2,3,0
40300.0,60,2.41,693.0,73000.0,6.24,724,9,11,59.09,7,0,1,7,29,0
10800.0,36,2.66,198.45,62000.0,28.61,750,4,13,18.05,2,1,2,7,34,0
36900.0,36,9.23,1178.31,87000.0,21.91,572,6,7,37.04,22,1,1,9,20,1
12200.0,36,10.19,744.3,32000.0,29.93,653,4,1,37.3,11,0,1,7,25,0
56100.0,36,10.6,404.81,34000.0,5.68,703,6,6,39.54,5,2,2,5,1,1
30600.0,36,16.01,192.67,64000.0,3.99,700,2,11,52.43,21,0,2,3,29,1
19100.0,60,6.0,925.63,28000.0,40.9,670,0,7,13.46,3,1,0,5,6,0
23700.0,36,12.76,741.08,43000.0,4.89,716,4,12,27.69,25,2,1,6,16,0
32200.0,36,5.34,190.2,20000.0,29.25,779,4,11,8.21,4,1,1,7,31,1
61900.0,36,7.31,580.65,45000.0,3.88,618,5,2,32.15,6,0,1,4,11,0
500.0,60,17.59,258.92,33000.0,3.69,710,9,2,19.24,12,1,0,1,21,0
34300.0,60,13.53,361.19,45000.0,1.88,715,7,6,34.34,25,1,0,1,43,1
34900.0,60,6.05,669.75,26000.0,31.87,625,0,1,51.58,23,2,2,1,20,0
